City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
451,rikitea,pf,78.26,light rain,-24.0540883672427,-110.6714167720171,
452,korla,cn,19.67,clear sky,38.997822244774795,88.31314652126129,
453,aswan,eg,61.75,clear sky,24.417975252106046,32.27535201121573,
454,maniitsoq,gl,39.74,light rain,61.95933802146523,-59.44574604981288,
455,tessalit,ml,59.92,clear sky,21.789378113031002,2.7907864098137662,
456,san vicente,ph,74.68,light rain,19.403822582916824,127.41437177275525,
457,kaitangata,nz,57.0,clear sky,-78.04213264014446,178.92522133010803,
459,ternate,id,81.45,overcast clouds,1.7727221439661416,128.19766279773583,
460,plouzane,fr,42.8,moderate rain,47.588518094997156,-5.111329519399672,
461,jamestown,sh,33.01,clear sky,-19.76371330240525,-0.4440961407139511,
462,castro,cl,63.19,scattered clouds,-46.29532627117358,-97.32811711087109,
463,ushuaia,ar,66.2,broken clouds,-70.53489617366894,-69.46547076292856,
464,cape town,za,64.99,clear sky,-49.020868906771575,7.393917019300642,
465,najran,sa,50.0,clear sky,18.61046549240428,49.11566498317132,
466,ushuaia,ar,66.2,broken clouds,-72.3823314982526,-60.094746327270364,
467,avarua,ck,78.8,light rain,-44.87793228369994,-161.2143144493085,
468,abu kamal,sy,43.72,clear sky,33.384100523810766,40.42163445230281,
470,dallas,us,69.8,few clouds,44.919753144938966,-123.52849814716541,
472,rikitea,pf,78.26,light rain,-87.91540638054892,-127.33453645193329,
473,virginia beach,us,41.0,broken clouds,35.582502625970996,-71.99860069884284,
474,hermanus,za,61.0,overcast clouds,-63.629638476123326,3.3209452580655574,
478,itarema,br,79.68,scattered clouds,1.8558887235749308,-37.996968980873525,
479,ilulissat,gl,33.8,overcast clouds,83.93008674708264,-41.82643501324487,
480,punta arenas,cl,60.8,scattered clouds,-89.3757769890877,-93.67461429122028,
481,fortuna,us,53.01,clear sky,34.866427607047484,-139.38814726841437,
482,albany,au,32.0,broken clouds,-75.86451614259876,96.93050250897714,
483,kaitangata,nz,57.0,clear sky,-47.92021068100193,169.91281819765132,
484,kargil,in,1.87,overcast clouds,35.08483384142937,75.54581749924995,
485,ushuaia,ar,66.2,broken clouds,-88.26483156485986,-29.33179958646066,
486,new norfolk,au,62.01,clear sky,-69.62916627093574,129.4781085169471,
487,oranjemund,na,61.56,clear sky,-28.07755932513828,15.27670300963653,
488,yelkhovka,ru,24.8,light snow,53.87668948248985,50.38687094356697,
489,coquimbo,cl,66.2,clear sky,-28.448860942312656,-84.06786752187924,
491,busselton,au,61.0,clear sky,-35.414595849497026,108.51308763978909,
492,rio grande,br,75.0,clear sky,-34.081663881178876,-50.66983280095811,
493,kavieng,pg,85.78,few clouds,7.306602324581469,156.9720619327789,
494,hobyo,so,77.47,broken clouds,2.932085983251603,49.17486642215814,
495,victoria,sc,69.01,clear sky,-9.423750563538727,56.78748163361496,
497,hilo,us,77.0,moderate rain,10.843526903631103,-161.0262569079592,
498,butaritari,ki,81.68,scattered clouds,6.483594470701537,179.0833614883858,
499,los llanos de aridane,es,64.4,scattered clouds,24.738714057010693,-19.75175412595916,
500,geraldton,au,84.2,clear sky,-33.58065255529175,88.64404226264669,
501,codrington,ag,58.3,broken clouds,23.836734796608237,-46.3887508217762,
502,ushuaia,ar,66.2,broken clouds,-69.34984361398982,-37.81674102511431,
504,bluff,nz,69.01,clear sky,-70.26384468619135,156.89775908113742,
505,rikitea,pf,78.26,light rain,-47.69654072318377,-139.6223182429455,
506,vaini,to,78.8,moderate rain,-42.135236806942686,-172.6699307348664,
507,puerto ayora,ec,73.0,broken clouds,-18.944343578529843,-95.66031925514643,
508,puerto ayora,ec,73.0,broken clouds,0.11223229222963503,-100.54536488568199,
510,narsaq,gl,32.0,overcast clouds,79.77099061133465,-66.24878850431607,
511,hervey bay,au,84.99,scattered clouds,-25.16752934169879,156.02648748199402,
513,kloulklubed,pw,78.8,moderate rain,3.6347649583986334,134.4162804489785,
514,mkushi,zm,64.76,light rain,-13.44909598738152,29.317132134625826,
515,morgan city,us,62.6,broken clouds,27.526065695238408,-91.89219316767849,
516,nikolskoye,ru,28.4,overcast clouds,38.822714362103795,179.2990805080352,
517,samoded,ru,3.38,scattered clouds,63.729181196993764,40.195780438818346,
519,rikitea,pf,78.26,light rain,-31.957588758962046,-135.75582768886449,
520,marsh harbour,bs,68.79,broken clouds,28.657377186599483,-74.88093744463458,
521,ostrovnoy,ru,1.31,broken clouds,74.18188761968574,43.55936084435841,
523,hobart,au,62.01,scattered clouds,-55.35236396417443,143.23760444370345,
524,zabol,ir,23.05,clear sky,30.29293134148364,60.659590685570095,
525,port alfred,za,66.99,scattered clouds,-59.026473575713176,37.18578196661689,
527,chama,zm,35.01,light snow,-10.778438960257132,32.806917949656246,
528,atar,mr,73.62,overcast clouds,21.922327733270254,-11.945005731014373,
529,hithadhoo,mv,81.91,few clouds,-2.412447338760641,78.20345027941828,
530,kaitangata,nz,57.0,clear sky,-65.35873065206104,177.29830516204723,
533,kurduvadi,in,62.62,broken clouds,17.922086294832855,75.46491096458588,जगदंबा कन्स्ट्रक्शन वाफळे
534,lorengau,pg,86.07,overcast clouds,0.6223869553772913,147.18601986738594,
535,asau,tv,35.01,overcast clouds,-12.641634719865818,178.73410016243525,
536,punta arenas,cl,60.8,scattered clouds,-72.23508561909927,-88.88946262782116,
537,san fernando,mx,71.6,broken clouds,24.264831453751796,-97.23478967287474,
538,acapulco,mx,82.4,few clouds,10.111919566068345,-102.53912868964404,
539,bluff,nz,69.01,clear sky,-77.14065557775929,170.86212127195026,
540,avarua,ck,78.8,light rain,-57.6447597337031,-166.97493945181841,
541,ushuaia,ar,66.2,broken clouds,-69.2466545497425,-75.22442987117266,
543,rikitea,pf,78.26,light rain,-73.90331058931616,-129.9970377930982,
545,vrangel,ru,21.72,scattered clouds,39.57613510372929,132.25913558642358,
547,atuona,pf,79.03,clear sky,-3.6703854386645625,-125.19904761330713,
548,oussouye,sn,77.0,clear sky,11.914708623228831,-16.80608174215123,
549,bubaque,gw,79.9,few clouds,5.229146606938251,-22.487251442590694,
550,meulaboh,id,76.39,broken clouds,3.0587602509022553,96.25712730828602,
551,atuona,pf,79.03,clear sky,-3.07600449580294,-149.72601932144286,
552,pafos,cy,51.8,clear sky,34.0201766678023,32.26260572106951,
553,atar,mr,73.62,overcast clouds,24.231132606584644,-9.752060533673845,
554,nikolskoye,ru,28.4,overcast clouds,55.41391708042496,164.91286221641897,
555,saint george,bm,48.2,scattered clouds,34.66085004836912,-59.437313150362385,
556,nikolskoye,ru,28.4,overcast clouds,44.84497304748045,167.27653090127527,
557,dingle,ie,78.62,moderate rain,50.863239027525246,-17.637195952309135,
558,worland,us,33.8,clear sky,43.503979367142314,-107.44784050929042,
559,ushuaia,ar,66.2,broken clouds,-63.43627248757396,-71.24837235699185,
560,ushuaia,ar,66.2,broken clouds,-78.05888232045321,-34.93320196263589,
561,castro,cl,63.19,scattered clouds,-47.222635767746254,-82.94657768580093,
562,jiayuguan,cn,11.07,scattered clouds,39.891367604885296,98.43532644002458,
564,seoul,kr,37.4,mist,35.946447008037026,128.25000749717023,빈즈드랍
565,hambantota,lk,75.7,few clouds,2.9857897127507425,86.86364972476923,
566,mataura,pf,69.01,clear sky,-56.27321999624834,-158.90661620256813,
567,asau,tv,35.01,overcast clouds,-4.12250134926409,179.92155308247254,
569,east london,za,69.98,overcast clouds,-58.055541100481406,45.15301617468861,
570,dingle,ie,78.62,moderate rain,49.124089170182074,-20.590421886820668,
571,bud,no,51.8,broken clouds,73.68730664037369,2.612963340821004,
572,berlevag,no,23.74,overcast clouds,88.6465823610457,32.4967849417881,
574,kodiak,us,37.4,moderate rain,45.59209650581087,-144.6887620186726,
575,nikolskoye,ru,28.4,overcast clouds,46.21502668367821,168.08495591780854,
577,gillette,us,32.0,overcast clouds,45.20859872017643,-105.00177864914423,
578,busselton,au,61.0,clear sky,-66.23769878381614,86.39258509937882,
580,port alfred,za,66.99,scattered clouds,-77.66979250764119,40.679878117683245,
581,coquimbo,cl,66.2,clear sky,-28.60642382295411,-76.92861231974206,
582,bayji,iq,46.98,broken clouds,35.27374522639565,43.718375722726876,
583,vaini,to,78.8,moderate rain,-60.497396584153144,-169.61548405089403,
584,hermanus,za,61.0,overcast clouds,-82.98580568521527,-5.392040137762203,
585,rikitea,pf,78.26,light rain,-48.72910615966136,-117.97067898095185,
586,laguna,br,57.2,clear sky,-32.88560442905822,-40.27530518126638,
587,chuy,uy,69.48,few clouds,-57.90256130664628,-24.95362062843248,
590,sobolevo,ru,22.78,scattered clouds,56.084532721892955,155.56759904317687,
591,carnarvon,au,80.6,clear sky,-28.9206276744396,102.9233512333766,
592,kula,tr,45.55,overcast clouds,38.696972540994295,28.554168121274163,Armagan Koyu Muhtarligi
593,taunggyi,mm,45.3,clear sky,21.748010960460373,97.55565273418405,
595,puerto ayora,ec,73.0,broken clouds,-20.179376196441826,-107.13643283826487,
597,kodiak,us,37.4,moderate rain,49.600804590753405,-153.94923933756638,
598,cabo san lucas,mx,75.99,clear sky,8.12304415292558,-124.27099310335468,
599,atuona,pf,79.03,clear sky,-4.2739908611049415,-121.4669719189628,
601,rikitea,pf,78.26,light rain,-44.75263125659386,-125.9731342653434,
602,mataura,pf,69.01,clear sky,-39.028594607221976,-147.48824246110703,
603,sira,in,60.17,clear sky,13.709929750522274,76.82707998561932,KPL form
604,matamoros,mx,77.0,clear sky,25.454464962617728,-95.60799446047476,
605,tessalit,ml,59.92,clear sky,21.024604692109328,-1.0197351226464182,
607,new norfolk,au,62.01,clear sky,-74.03980264008163,130.88468476737094,
608,faanui,pf,80.58,overcast clouds,-3.6953901097149626,-153.57567502483244,
609,pelaya,co,74.64,light rain,8.652247704529987,-73.55797950661811,
610,chuy,uy,69.48,few clouds,-57.906359401221096,-30.28477817759187,
611,yulara,au,73.4,clear sky,-23.07526218433241,130.04210214023868,
613,isangel,vu,81.37,broken clouds,-17.38515843332172,174.55917919970642,
615,mahebourg,mu,73.4,shower rain,-44.960501968810654,82.03842486491033,
616,rikitea,pf,78.26,light rain,-21.85475367562986,-111.37677024111458,
617,port hardy,ca,46.4,broken clouds,46.90294529778647,-134.9839434802891,
618,bambous virieux,mu,75.0,shower rain,-28.660036864593195,83.20343680638737,
620,nichinan,jp,50.0,scattered clouds,31.074127819134922,133.11422424392558,
621,atuona,pf,79.03,clear sky,-11.38618976180902,-123.27933907324656,
622,bethel,us,30.0,clear sky,57.977757573983425,-162.83804465254974,
624,hithadhoo,mv,81.91,few clouds,-19.25225194867378,81.73446015184281,
625,muisne,ec,78.8,broken clouds,2.299493127849195,-85.14694481328159,
626,bredasdorp,za,59.0,broken clouds,-54.0752281875574,19.82797487064632,
627,butaritari,ki,81.68,scattered clouds,6.124943988627138,168.64069248949357,
628,mataura,pf,69.01,clear sky,-77.96233587707496,-154.31851326544304,
629,senanga,zm,69.69,broken clouds,-16.4980219071644,23.51720405733489,
630,punta arenas,cl,60.8,scattered clouds,-60.02899972060985,-94.79851348899828,
631,salem,us,63.72,clear sky,42.55446382759204,-88.03547136977299,Bristol Heights Mobile Home Park
632,camaqua,br,72.55,broken clouds,-30.99323700061668,-51.66768902496311,
634,port alfred,za,66.99,scattered clouds,-73.57822073896989,38.15451290591614,
635,visp,ch,41.0,light snow,46.38975997702293,7.713082656972143,Bietschhorn
636,chester,ca,30.99,clear sky,44.56337420159779,-64.21164952782925,Gray Gables Bed and Breakfast
637,barrhead,ca,37.0,light rain,54.4596837181124,-114.79514739056305,
638,zarubino,ru,18.1,overcast clouds,40.54438823651231,132.01425800329736,
639,longyearbyen,sj,23.0,light snow,83.6646443082067,23.83501521699337,
641,lambarene,ga,75.78,light rain,-0.4041738490537916,9.519687540528713,
642,jamestown,sh,33.01,clear sky,-22.48004238796351,-15.440881108554828,
643,juneau,us,33.01,broken clouds,59.312762852570174,-130.53212665058032,
644,cape town,za,64.99,clear sky,-53.5358159468033,5.055609138010717,
645,coquimbo,cl,66.2,clear sky,-26.55313853102693,-83.64222251641073,
646,san policarpo,ph,80.51,heavy intensity rain,13.379268547729339,130.4551376165929,
647,pangnirtung,ca,17.76,broken clouds,66.28031136079565,-64.74530790530028,
648,rikitea,pf,78.26,light rain,-29.921918609505113,-138.22633435036468,
649,kapaa,us,80.6,light rain,37.43399779820634,-161.6500080944196,
650,ivnya,ru,19.4,fog,50.99002852176425,35.99581502341303,
651,vaini,to,78.8,moderate rain,-23.10205502572341,-174.31302550981687,
652,mandurah,au,66.99,clear sky,-32.72426460532278,116.08962861874859,Snottygobble House
653,jamestown,sh,33.01,clear sky,-21.574381866502577,-10.475114548154936,
654,luderitz,na,66.2,clear sky,-32.3022519287351,2.7337009046491167,
655,suleja,ng,71.6,broken clouds,8.828797850664412,7.055224480220669,"Lambata Settlement, Kwali Area Council F.C.T-Abuja"
657,vao,nc,76.98,scattered clouds,-25.617117491938888,175.15093691821386,
658,punta arenas,cl,60.8,scattered clouds,-62.542933131521295,-87.93365258891012,
659,lompoc,us,57.2,clear sky,30.600119239957646,-124.34393000408052,
660,bogorodskoye,ru,5.79,clear sky,52.07471322650323,140.02197975556814,
661,kandla,in,59.02,clear sky,23.05315227919187,70.4496645908021,
662,pudozh,ru,6.21,broken clouds,61.971473508285854,35.893579180778524,
663,mount isa,au,75.2,clear sky,-20.07666644250925,139.4576517249143,
664,luderitz,na,66.2,clear sky,-28.60512718944655,3.332261554553733,
666,berbera,so,75.61,few clouds,10.603310699495825,45.931961764538926,
667,punta arenas,cl,60.8,scattered clouds,-68.54850811993892,-97.49401546365308,
668,vanimo,pg,83.46,light rain,4.60207732860625,143.4869071159463,
670,pontianak,id,77.16,broken clouds,-1.0288116204024331,110.60367401412205,
671,bluff,nz,69.01,clear sky,-54.519273538072994,168.47101056419132,
673,saint-leu,re,77.0,clear sky,-22.27803228396773,53.451020648299206,
674,atuona,pf,79.03,clear sky,-2.2566061007869025,-133.49545222823818,
675,lompoc,us,57.2,clear sky,29.115220260295725,-124.56499946455357,
676,praia,cv,71.6,broken clouds,12.674803450229955,-23.462651361304694,
677,katsuura,jp,48.2,light rain,21.91053889173043,151.5831335630063,
678,kuching,my,75.2,mist,5.266476562981426,108.9406809544245,
679,barcelos,br,53.6,broken clouds,0.601969714144427,-62.12624262638828,
680,bahia blanca,ar,83.53,overcast clouds,-38.82205908731257,-62.576474519590036,
681,port alfred,za,66.99,scattered clouds,-77.16712984798578,39.19903541658263,
682,gigmoto,ph,81.37,overcast clouds,14.800053356241731,125.97592464827001,
683,benjamin constant,br,75.2,heavy intensity rain,-5.358938752194885,-69.90405675336011,
684,havelock,us,43.0,clear sky,32.9149178081693,-75.8183577758826,
685,dakar,sn,71.6,clear sky,16.667572220858347,-19.437760546652363,
686,tasiilaq,gl,26.6,overcast clouds,79.98756633218333,-38.00716317492239,
687,carnarvon,au,80.6,clear sky,-23.60248477670741,106.205182308488,
688,bluff,nz,69.01,clear sky,-86.76151186416953,171.2915134855974,
689,beringovskiy,ru,19.15,snow,59.28222745921088,174.53077925312527,
690,gigmoto,ph,81.37,overcast clouds,18.234483431952363,132.34399016200751,
692,rikitea,pf,78.26,light rain,-48.82007900423231,-131.97791895053481,
693,busselton,au,61.0,clear sky,-36.5586157141675,102.52744171908772,
694,vaini,to,78.8,moderate rain,-71.15782831439857,-174.39000233117378,
695,castro,cl,63.19,scattered clouds,-54.15423558719254,-106.84615373989244,
696,bubaque,gw,79.9,few clouds,6.840423646909376,-20.88901484818576,
698,khani,ru,39.2,clear sky,57.948131153684365,122.8864585649893,
699,east london,za,69.98,overcast clouds,-80.20261887033384,57.9396030489223,
700,puerto ayora,ec,73.0,broken clouds,0.484743358065218,-93.78856914923705,
702,ribeira grande,pt,57.06,broken clouds,42.92037326183642,-32.70051959403487,
703,ushuaia,ar,66.2,broken clouds,-55.7529204500424,-49.229512007468536,
704,tautira,pf,86.0,light rain,-18.518394658722297,-147.2873569215209,
705,rikitea,pf,78.26,light rain,-59.478147403550594,-129.8360226566842,
707,kalach-na-donu,ru,21.2,clear sky,48.56516663391111,43.457496427523296,"Pyatiizbyanka, recreation"
708,bilma,ne,58.95,clear sky,21.325014463767317,11.895088996557314,
709,ancud,cl,64.0,overcast clouds,-39.65180540205443,-82.64602227082722,
710,saldanha,za,59.0,clear sky,-47.040253056105826,-9.517707100931073,
711,busselton,au,61.0,clear sky,-73.2222285928903,85.5550229867828,
712,bethel,us,30.0,clear sky,57.93951514598445,-167.2371193041506,
713,ponta do sol,cv,60.8,few clouds,20.710950681231942,-33.20919687974031,
714,sept-iles,ca,15.8,clear sky,50.29949789650752,-65.10004058243531,Truites de mer
715,akdepe,tm,12.2,clear sky,42.482291065854724,56.76999253281742,
717,hofn,is,33.49,broken clouds,60.04859583072627,-13.115030064340505,
718,wenshang,cn,46.0,broken clouds,35.612575419959676,116.44789330995205,Baoping Restaurant
719,provideniya,ru,19.4,snow,51.81857328867083,-177.9401456696291,
720,port alfred,za,66.99,scattered clouds,-63.843103263102314,41.094921500804965,
721,kavieng,pg,85.78,few clouds,8.771737781762535,150.98903291529004,
722,jamestown,sh,33.01,clear sky,-48.61588015245285,-11.35483250087736,
724,busselton,au,61.0,clear sky,-51.104368654097975,93.46802869147145,
725,mataura,pf,69.01,clear sky,-49.78643721428322,-145.37985077722755,
726,richards bay,za,74.59,overcast clouds,-32.62959517304993,38.76001481491249,
727,tooele,us,34.0,clear sky,40.167186734691455,-112.42121745062029,
729,torremolinos,es,45.0,clear sky,36.460310780728335,-4.381422113554668,
730,hermanus,za,61.0,overcast clouds,-79.34307152890091,1.7278235155895103,
731,xapuri,br,71.71,light rain,-10.578570414007748,-68.52560094250086,
732,rikitea,pf,78.26,light rain,-56.698064737573226,-127.25062652566044,
733,ushuaia,ar,66.2,broken clouds,-79.28278047657997,-51.61623951726863,
734,punta arenas,cl,60.8,scattered clouds,-81.72690070697385,-116.14880662669395,
737,kilindoni,tz,81.46,overcast clouds,-7.4944922614682845,41.317655542501534,
738,ancud,cl,64.0,overcast clouds,-41.40974916643884,-80.00674069170854,
739,calabozo,ve,82.42,broken clouds,7.696738855069263,-66.8706323478308,
741,namatanai,pg,85.71,overcast clouds,0.5537275101018713,154.88764083336906,
742,kapaa,us,80.6,light rain,35.96494443725989,-164.26130236659182,
744,geraldton,au,84.2,clear sky,-34.183991828552195,92.6442761005792,
745,butaritari,ki,81.68,scattered clouds,21.449214578921158,164.3533638497617,
746,victoria,sc,69.01,clear sky,2.0852158106482546,57.42793816062792,
747,nikolskoye,ru,28.4,overcast clouds,51.44564419917754,171.0684946348671,
749,shache,cn,26.94,light snow,38.78261596020885,78.34227537722073,
752,sioux lookout,ca,14.0,light snow,55.7002486735089,-89.25899929778573,
753,margate,za,43.0,clear sky,-39.68965164261886,37.87293153383629,
755,cidreira,br,73.85,overcast clouds,-51.18355805087326,-25.87386823440528,
756,punta arenas,cl,60.8,scattered clouds,-74.60713129065005,-112.40819491240144,
757,bathsheba,bb,78.8,scattered clouds,15.782111718232123,-51.22182961135773,
758,lebu,cl,61.21,clear sky,-31.69387878370005,-100.05470895406637,
761,atuona,pf,79.03,clear sky,0.18727324540334025,-127.83886225507507,
762,padang,id,78.8,overcast clouds,-8.69768539327839,89.4800854331904,
764,hubli,in,63.64,scattered clouds,15.238814169079307,75.13264913147891,GreenHubz Hornbill
765,baijiantan,cn,2.14,clear sky,45.75939626462411,86.34200884856541,
766,saint-augustin,ca,23.67,scattered clouds,52.76058600268669,-59.56201012064586,
768,constitucion,mx,59.58,clear sky,21.597998532740164,-115.33767679578054,
769,rikitea,pf,78.26,light rain,-16.561526505525574,-130.84949966023441,
770,huron,us,39.99,overcast clouds,44.598920205394656,-98.8599861117073,
771,lebu,cl,61.21,clear sky,-33.63552205734151,-87.77029081486641,
772,tamiahua,mx,66.54,scattered clouds,21.83978399836559,-96.09228994216996,
773,hermanus,za,61.0,overcast clouds,-78.6596893931096,-2.3592432182382144,
774,butaritari,ki,81.68,scattered clouds,19.013854811840368,174.65822803394363,
775,dosso,ne,67.89,broken clouds,13.026997330115922,3.367049506245253,
776,alice springs,au,80.6,clear sky,-20.24053930727711,132.77908499977514,
777,busselton,au,61.0,clear sky,-61.765770305472685,94.7481754391049,
778,new norfolk,au,62.01,clear sky,-55.54866289579141,136.2316743841213,
780,port alfred,za,66.99,scattered clouds,-60.00825033195787,40.63447112121028,
781,saint george,bm,48.2,scattered clouds,33.052354975902574,-64.82403700887822,
782,bredasdorp,za,59.0,broken clouds,-87.33830743755165,14.074637623801546,
783,ushuaia,ar,66.2,broken clouds,-56.581063860491,-59.18049888760097,
784,punta arenas,cl,60.8,scattered clouds,-87.84758659245077,-119.53454496213716,
785,campbell river,ca,44.01,mist,49.739588712595136,-125.466525133668,
786,port alfred,za,66.99,scattered clouds,-36.65949889008637,28.564622270195894,
787,ponta do sol,pt,60.8,few clouds,31.494461958901145,-19.54453424826401,
790,mataura,pf,69.01,clear sky,-61.028202851383455,-146.15725961488212,
791,mataura,pf,69.01,clear sky,-54.08299006228752,-154.09108268262872,
792,altamont,us,36.0,clear sky,42.425573428601815,-120.6977902840394,
793,busselton,au,61.0,clear sky,-57.8132625563723,96.2526832070694,
794,punta arenas,cl,60.8,scattered clouds,-72.77097069486022,-98.0075289987325,
795,kalemie,cd,70.93,overcast clouds,-5.665009465706764,28.599341672948352,
796,fort saint james,ca,23.16,overcast clouds,54.61009825408411,-124.55582962190796,
797,sao filipe,cv,75.0,overcast clouds,11.574310531379266,-37.73269324545595,
798,hilo,us,77.0,moderate rain,25.155734790610037,-139.203992417403,
799,sao miguel do araguaia,br,76.21,broken clouds,-13.575029160646489,-50.959929119002716,
800,segou,ml,72.5,clear sky,12.76583594626891,-6.717022214547665,
801,kapaa,us,80.6,light rain,21.358590035638407,-169.09393640714148,
802,touros,br,77.0,broken clouds,0.9615641928541679,-28.002097454363355,
803,hilo,us,77.0,moderate rain,18.759803914988016,-151.50824081669398,
804,maputo,mz,81.0,few clouds,-26.297272979756926,33.61587372533133,
805,butaritari,ki,81.68,scattered clouds,6.279157897924608,170.26975744827905,
806,souillac,mu,73.4,shower rain,-46.803804680578956,69.25428108804293,
807,port elizabeth,za,64.4,clear sky,-77.5940205482638,32.107104771939696,
809,otane,nz,55.0,broken clouds,-41.70637670578646,178.17834783969425,
810,changping,cn,32.0,overcast clouds,41.19124138905385,115.96018141114669,
811,ribeira grande,pt,57.06,broken clouds,31.509271781465305,-38.76079886657024,
812,tasiilaq,gl,26.6,overcast clouds,68.86425807514097,-39.67809960821322,
814,san quintin,mx,61.54,broken clouds,25.072237690073,-124.59753567902823,
816,rikitea,pf,78.26,light rain,-69.3887283706251,-136.99100671658994,
817,itapaci,br,71.71,broken clouds,-14.573931232054939,-49.60758138562204,
818,kiama,au,77.0,broken clouds,-35.47357278376077,152.97775504485426,
819,souillac,mu,73.4,shower rain,-36.70655002467576,66.03310255980502,
820,katsuura,jp,48.2,light rain,21.39970898225764,151.2776630682579,
821,kapaa,us,80.6,light rain,27.86960111034973,-156.36106285966747,
823,lethem,gy,80.74,overcast clouds,2.150301318114586,-57.23564721209868,
824,balkanabat,tm,37.9,clear sky,39.76636128239206,53.078776047518794,
825,georgetown,sh,77.0,few clouds,-16.29439685421744,-21.965637187138785,
828,ushuaia,ar,66.2,broken clouds,-68.40822010702873,-42.47172785618902,
830,mataura,pf,69.01,clear sky,-71.77112101032714,-158.12673469805694,
832,cabo san lucas,mx,75.99,clear sky,5.725426336729122,-122.41974698471078,
833,ushuaia,ar,66.2,broken clouds,-78.88887774924339,-19.08177142559828,
834,hobart,au,62.01,scattered clouds,-87.8380654562611,130.87637405854824,
835,jamestown,sh,33.01,clear sky,-39.19040015195247,-14.131576881746154,
836,hillsborough,gd,57.2,scattered clouds,12.928636532862857,-62.190728083078184,
837,mataura,pf,69.01,clear sky,-29.079173707334466,-145.7439485924549,
838,tiksi,ru,2.3,overcast clouds,78.15970866347908,125.92995520037444,
839,amarante do maranhao,br,73.29,broken clouds,-5.217352982520898,-47.04842895157298,
840,bathsheba,bb,78.8,scattered clouds,12.848356743504098,-56.01086433163714,
841,botwood,ca,30.0,broken clouds,48.45071817828403,-55.254704229912434,
842,mehamn,no,23.43,overcast clouds,84.92944938881055,29.980098688296586,
843,phetchaburi,th,73.99,clear sky,13.046927486949908,100.39008903685274,
844,cidreira,br,73.85,overcast clouds,-44.390221163689915,-31.77160944105061,
845,quatre cocos,mu,75.0,shower rain,-17.248615715525094,65.09822025452168,
846,cooma,au,53.6,overcast clouds,-37.463699498171415,149.24992421993062,
847,sao filipe,cv,75.0,overcast clouds,13.375504923950412,-29.65914793521266,
849,kapaa,us,80.6,light rain,40.64114799197922,-162.8607648169445,
850,edgewater,us,59.0,clear sky,30.24155044860984,-78.54518995861774,
851,dunedin,nz,57.4,clear sky,-52.0560029888019,179.11418660515514,
852,itoman,jp,69.8,broken clouds,26.19299793376462,127.09449403447466,
854,saint george,bm,48.2,scattered clouds,33.87094405125012,-55.61879667783431,
857,iquique,cl,73.4,clear sky,-20.000593811314122,-70.97820398211104,
859,klaksvik,fo,39.2,moderate rain,62.304783360427045,-6.4924511371595806,Cottage in Depil
860,hobart,au,62.01,scattered clouds,-53.980087730394786,150.53133721747488,
861,carnarvon,au,80.6,clear sky,-26.794152989276487,113.64132897511257,
862,ushuaia,ar,66.2,broken clouds,-77.08547268590695,-29.68852054222627,
864,beyneu,kz,25.63,overcast clouds,46.26880802865589,54.857724438223535,
865,lethem,gy,80.74,overcast clouds,2.720765585325392,-57.88332470654794,
866,bathsheba,bb,78.8,scattered clouds,14.349952906448872,-58.08881067269187,
867,geraldton,au,84.2,clear sky,-33.97680431657499,89.36128229206624,
868,mount gambier,au,59.0,broken clouds,-42.402646863611466,136.9267815895211,
869,puerto ayora,ec,73.0,broken clouds,2.3464441160717047,-99.74182762449637,
870,hollister,us,57.99,clear sky,36.75549581640685,-121.40704489760779,Walnut Campground
871,varkaus,fi,28.0,overcast clouds,62.40735932797558,27.697458865915124,
872,hobart,au,62.01,scattered clouds,-61.04643571437241,141.54707375945654,
873,castro,cl,63.19,scattered clouds,-53.642010441474454,-100.00652416473166,
874,boa vista,br,87.8,heavy intensity rain,0.8771803929226084,-60.22306103399722,
875,beringovskiy,ru,19.15,snow,53.0167932038321,176.910693522543,
877,cape town,za,64.99,clear sky,-70.6365929893283,-13.148279327893755,
878,tasiilaq,gl,26.6,overcast clouds,59.92427162187462,-38.65331626608853,
879,hobart,au,62.01,scattered clouds,-83.14449444632498,148.31053697673832,
880,ampanihy,mg,79.61,few clouds,-26.22729033944561,41.55368354023185,
882,constitucion,mx,59.58,clear sky,18.006802417821586,-121.04352961054272,
884,ushuaia,ar,66.2,broken clouds,-54.097308986338994,-55.56338874093645,
885,arraial do cabo,br,75.2,clear sky,-57.91133085448118,-18.024542940997502,
886,pauini,br,72.7,overcast clouds,-8.010022446751842,-67.5821985773435,
887,kamenka,ru,11.62,scattered clouds,71.28936256193101,45.36993911601115,
888,sola,vu,89.6,few clouds,-14.90867686202521,171.06843571482833,
890,punta arenas,cl,60.8,scattered clouds,-71.67327958202753,-85.34666707836845,
892,butaritari,ki,81.68,scattered clouds,10.95159604648152,179.72251507550072,
893,rikitea,pf,78.26,light rain,-35.10505499697477,-114.58480251896636,
894,mataura,pf,69.01,clear sky,-64.60360460895738,-149.86945538258541,
895,sokolo,ml,73.89,clear sky,15.17323049246032,-6.28204433912284,
897,laguna,br,57.2,clear sky,-38.48217208639121,-36.556722146519924,
898,san cristobal,ec,80.6,few clouds,-4.0865255328674825,-88.69281399199076,
899,bluff,nz,69.01,clear sky,-76.07519525180666,167.6066043309333,
